"Illinois","2751808","2735224","2791737","3218065","3035355","3003141","3021195","3082114","3098603","3104134","3114643","3126814","3151683","3199540","3198477","3199502","3181783","3163838","3162522","3152485","3147955","3141141","3133606","3134109","3143856","3145225","3150343","3135327","3131986","3123639","3118055","3117939","3116270","3099017","3102506","3065331","3100137","3101778","3097621","3092375","3084388","3075710","3073670","3078351","3070815","3166200","3166443","3189788","3076689","3153458","3132875","3104999","3122954","3108756","3099179","3089647","3071476","3045999","3020847","2996633","2984833","2959871","2953478","2959731","2952683","2954400","2956137","2962259","2960638","2961049","2955990","2956343","2953326","2947846","2969831","3033816","3071698","3103953","3139748","3168080","3198170","3227552","3274771","3317815","3339928","3354800","3373256","3395134","3398838","3417591","3440508","3465672","3483116","3501788","3531035","3555289","3577276","3586291","3602642","3617664","3634453","3652784","3675203","3703488","3722306","3735580","3759229","3788584","3808385","3818769","3826461","3839112","3851907","3866234","3872945","3846699","3840472","3738745","3698378","3664724","3630553","3596117","3542797","3461070","3396187","3332992","3283600","3276274","3271235","3257417","3242597","3231378","3211905","3204871","3194479","3166113","3143847","3122783","3113340","3103271","3081581","3055971","3038514","3023402","2992984"
"Indiana","1140416","1120847","1165718","1154736","1189775","1201274","1211125","1212636","1218617","1222581","1214757","1216683","1220212","1233668","1264642","1298274","1304480","1341018","1389519","1415294","1426190","1423847","1417445","1437538","1450637","1454790","1469462","1472831","1471521","1476940","1481425","1489805","1495703","1508131","1506865","1508219","1517698","1510445","1513842","1503787","1498471","1382276","1383067","1383030","1383030","1378256","1374366","1366818","1364478","1355485","1351032","1348841","1346771","1341244","1342577","1343027","1339484","1342946","1341452","1337411","1339542","1347875","1350600","1354533","1354702","1354126","1357675","1359573","1363106","1367736","1368916","1373098","1377566","1387931","1417332","1451788","1482327","1513958","1543368","1570951","1593388","1616483","1640693","1664654","1682692","1699074","1717578","1736413","1753752","1769583","1786580","1804435","1819019","1833226","1849167","1865268","1879603","1891119","1904790","1919037","1931829","1944084","1954908","1969831","1981054","1990371","1998801","2005884","2025386","2038189","2048631","2059657","2056226","2012845","1978780","1950151","1923847","1905514","1881314","1861409","1850202","1836542","1833547","1817412","1804750","1814179","1790270","1790825","1792386","1787157","1783049","1785338","1779742","1777256","1781352","1754412","1725367","1683055","1656610","1622884","1598756","1587156","1557726","1538217","1457607"
"Iowa","547950","557501","572375","583819","590005","598873","565593","563292","568568","569181","570048","572104","569676","576882","586626","593387","594966","597300","599305","604957","605969","609593","610462","608837","605467","614294","619917","617029","619961","618152","613386","619055","619679","626496","624062","622071","637203","633084","632571","629295","630792","649088","649401","647094","641863","637244","638799","644917","648396","650690","653849","655571","658491","661148","662978","667019","668278","670980","672057","673062","673101","673768","673063","673656","674047","676777","678370","678991","678361","679643","679156","679651","680117","677141","678312","686819","694372","702567","711187","719759","727249","733919","742012","750018","756195","762431","767918","773608","778247","781468","786223","791963","794834","798442","802055","805021","810098","812629","815024","818382","820690","823937","828281","833293","837687","841506","845409","850906","855602","859437","862577","866496","860981","830677","802222","774745","751823","735976","720790","710281","709029","708931","708615","689404","687589","686233","685050","684700","684610","684106","684290","681397","682489","682234","677395","675144","673680","671287","671481","671247","672580","671561","670680","671552","664765"
"Kansas","410878","415284","420487","426360","406912","404319","401980","400994","400995","400646","400586","400885","404608","405431","406312","429376","409002","405613","398007","400244","403462","407982","409726","407388","398272","397800","405108","411107","414947","420386","422549","421638","423428","423320","416379","408885","398728","390219","393881","387934","386802","392222","403231","394141","381853","385603","387500","389441","395922","396699","396745","393968","391161","389737","386547","384606","384737","390123","389662","389535","390420","380638","381525","371638","371887","370030","370250","372977","373564","375504","374705","376289","377740","378292","380750","388818","395563","401103","406698","411170","416862","422096","425646","429274","431651","435439","439548","441628","443921","447856","450537","453729","458056","461025","463261","466682","466782","474267","481775","494440","485399","488485","491794","494621","496822","500048","502861","506037","513068","509587","510709","511847","486253","486213","474225","473648","472991","472582","459371","445068","442499","442315","439416","437642","431377","421537","418827","418996","417285","418524","419199","420776","421410","421277","420105","419550","414776","413182","409987","409720","407568","408565","407624","404849","399284"
"Kentucky","943673","966365","1125964","841299","1056728","1054115","1048285","1046381","1022257","1040548","1044953","1073384","1099327","1121730","1140261","1154907","1126049","1117207","1119198","1136937","1150740","1161342","1173882","1179314","1182852","1189416","1187773","1215463","1213629","1225842","1223869","1220788","1219044","1227277","1229387","1230475","1240321","1244711","1246349","1247764","1251671","1354391","1355660","1359442","1360852","1363011","1370334","1374607","1374082","1377115","1378137","1350866","1348360","1343781","1339911","1337833","1326250","1319906","1320770","1316741","1314498","1314153","1312071","1308749","1309202","1307424","1307459","1308837","1303867","1298786","1291181","1288288","1289517","1288129","1295710","1344593","1374471","1420933","1465221","1498803","1527535","1529234","1539025","1529906","1563251","1574029","1585296","1578724","1587501","1596112","1489474","1495940","1500878","1507231","1517734","1524888","1533487","1539226","1545681","1552886","1560221","1568276","1576193","1585244","1592951","1602820","1610079","1618816","1628356","1634859","1640141","1644232","1646014","1622491","1583958","1569120","1556562","1546282","1518703","1500588","1500236","1494563","1515783","1497712","1471330","1425380","1398791","1395796","1391115","1389612","1387713","1385807","1384411","1383093","1380611","1381447","1376902","1371559","1370654","1365810","1364425","1352717","1333620","1327761","1319061"
"Louisiana","1004479","1008176","1011883","1019672","1024104","1033090","1037136","1047854","1050331","1051248","1050038","1044151","1053090","1061494","1071413","1067150","1069712","1072982","1075652","1074853","1083684","1085461","1079805","1077109","1074896","1072660","1069499","1061125","1057073","1052682","1308428","1328708","1359014","1379385","1398560","1415385","1433441","1443602","1447315","1448406","1450044","1448253","1449244","1444529","1444971","1445477","1448555","1455541","1459238","1462701","1460587","1458873","1453981","1450391","1449055","1455451","1457989","1462452","1513587","1534410","1551791","1550782","1554421","1484622","1475709","1446623","1451896","1477275","1490723","1497897","1486213","1475008","1500782","1495354","1505639","1539651","1563802","1586472","1608573","1628938","1647878","1662798","1680089","1699940","1713192","1721338","1733974","1733503","1740969","1748860","1766777","1778186","1782861","1791058","1799275","1807746","1816203","1820198","1826674","1833628","1844912","1850247","1858130","1866372","1872410","1878473","1887502","1896206","1906517","1910883","1916873","1921949","1927554","1924717","1895058","1864659","1830471","1797892","1776219","1751214","1722482","1695673","1667821","1634568","1596429","1559351","1534922","1534598","1534594","1519621","1529152","1533927","1527109","1526099","1518605","1505887","1494228","1480362","1462342","1454019","1451091","1428636","1412524","1403139","1385567"
"Maine","N/A","N/A","N/A","N/A","303219","299549","296206","294705","293533","291930","289051","287807","286917","286625","284206","283760","281443","283399","280241","280373","280521","282913","280083","279000","279528","276302","279215","277931","276176","274432","273367","273160","271949","271298","270507","269428","268851","268702","268670","268449","267566","235597","234918","234535","233850","233303","232105","231725","231925","231551","231278","230588","228892","230488","230826","230634","231268","231660","232585","237733","242300","245584","248538","250604","252018","254957","257603","258555","259396","260536","262638","264424","264849","267482","274352","276076","283426","287654","291569","295180","298620","303962","310465","312227","313409","313887","316755","319318","321500","323687","325876","328366","330802","333501","336071","338983","341948","343450","345753","348878","350738","352994","355437","357282","359139","363186","365814","368568","370911","372480","374520","377902","380133","380730","379435","378366","372963","374913","375007","374920","375229","374325","371899","369307","367938","367161","368390","368709","366995","353074","348418","345763","345420","345419","346294","345544","344515","343303","343220","343306","342717","341564","341522","339610","335183"
"Maryland","1023129","1053589","1092409","1132227","1145455","1156628","1151270","1147597","1151866","1101741","1109972","1143810","1166594","1185960","1194697","1132404","1122043","1189192","1179937","1175429","1157514","1172946","1159105","1162313","1177043","1184724","1202264","1208040","1218613","1229447","1236465","1252304","1255816","1261880","1272738","1281890","1305538","1304143","1303082","1303343","1307949","1305591","1306788","1309986","1309803","1312572","1317089","1323306","1325225","1330636","1332308","1328160","1322717","1312067","1312271","1314590","1312423","1311435","1313879","1316115","1327948","1315090","1318895","1320216","1323085","1322426","1326315","1328343","1327889","1329774","1328056","1328704","1329134","1330660","1335833","1350607","1362890","1377552","1392038","1405507","1418225","1430094","1443941","1461878","1473436","1483465","1495285","1505113","1514069","1523891","1534076","1545932","1554542","1563867","1572390","1582312","1596257","1605744","1615588","1622660","1628180","1636369","1645951","1654583","1661447","1673179","1681420","1685151","1694894","1700615","1708368","1714118","1720320","1710790","1697247","1680346","1675210","1676985","1680374","1655673","1624977","1619895","1621050","1618864","1611551","1597426","1576007","1560517","1549742","1532900","1520691","1489846","1477244","1460943","1453118","1444536","1434297","1433995","1424578","1421219","1419315","1410807","1407895","1406894","1393673"
"Massachusetts","1453932","1453213","1460616","1460442","1462649","1469714","1476184","1483652","1488379","1502911","1536421","1586233","1639502","1680800","1710122","1584958","1614778","1642613","1649423","1663894","1679001","1697932","1663415","1676400","1682675","1688738","1653273","1663469","1671446","1665649","1677180","1684328","1692569","1702946","1686489","1655529","1652107","1642646","1662576","1674926","1669398","1661114","1632523","1624439","1630412","1649014","1668344","1691917","1673993","1658413","1678328","1681456","1660494","1650364","1627391","1622812","1622460","1627353","1616486","1615849","1581392","1583143","1587397","1593290","1597005","1598924","1591370","1581338","1593385","1593664","1590859","1585919","1570832","1571761","1584590","1602898","1617451","1632191","1647914","1665288","1684294","1702326","1717653","1730716","1741493","1749848","1760025","1769618","1773779","1789843","1797825","1810614","1822473","1833625","1845572","1853472","1868127","1875802","1884256","1892520","1904927","1912980","1923683","1933081","1946317","1958878","1967217","1977039","1989301","2012747","2023603","2030271","2034643","2027283","2017535","1954795","1957278","1927634","1874208","1840594","1792839","1741139","1714671","1710184","1699251","1678171","1690301","1678964","1675304","1675627","1665630","1667221","1649572","1643390","1638219","1627008","1618344","1612336","1608884","1600469","1599046","1602141","1598183","1588695","1574688"
"Michigan","1849657","1879568","1942437","2094739","2168456","2198387","2218845","2186264","2189067","2190472","2238267","2253958","2275118","2321251","2342079","2337689","2339905","2334621","2352127","2341137","2327838","2317052","2323819","2311459","2339419","2336333","2336615","2334104","2321897","2312812","2304480","2300958","2298149","2305237","2315634","2330154","2351919","2359421","2367404","2369420","2376257","2378157","2380232","2385647","2356366","2356831","2357576","2366223","2376844","2381797","2381578","2373421","2364929","2357089","2355527","2352398","2347955","2346180","2334785","2333409","2335095","2356612","2347936","2334794","2318205","2305833","2305227","2297921","2305079","2307060","2309976","2320304","2327041","2330401","2356557","2392157","2425239","2453888","2487485","2520764","2552592","2582138","2612876","2650886","2673268","2691150","2712050","2728077","2743108","2760007","2777203","2795904","2814135","2827706","2847018","2868500","2886268","2897787","2911853","2924114","2936453","2949707","2965223","2983721","2999634","3010857","3027925","3048240","3064192","3072422","3083695","3093983","3106751","3116760","3127754","3069517","3002668","2923691","2843915","2788242","2735216","2680833","2628793","2565242","2482925","2414136","2374185","2384694","2389705","2386752","2384295","2395841","2405020","2402378","2397016","2384020","2367798","2356885","2349132","2349062","2345745","2309880","2299761","2301457","2196941","8"
"Minnesota","973782","976350","1084863","1020155","1040153","1055689","1068305","1171508","1166649","1178473","1191456","1213607","1041975","1049142","1053357","1042882","1034043","1029724","1028161","1036683","1031703","1041470","1060020","1070731","1087569","1040116","1042228","1043452","1046317","1049997","1047507","1051509","1059681","1039203","1044938","1049566","1054560","1059580","1061433","1063158","1064783","1061615","1065061","1070241","1069823","1074467","1075335","1082484","1081301","1081559","1083760","1085100","1085201","1086788","1086267","1082325","1079754","1073312","1070989","1069346","1057747","1053901","1050156","1050235","1047145","1045238","1046325","1047075","1044529","1044497","1039954","1044160","1040843","1044409","1047688","1067455","1081190","1094130","1108531","1122557","1134193","1146104","1158186","1173856","1185566","1194775","1204033","1212987","1220864","1229027","1239326","1247150","1254409","1261625","1269137","1278802","1288019","1295234","1302484","1309322","1315330","1321602","1332742","1342340","1347511","1366216","1370796","1380680","1388972","1395209","1401973","1407583","1413651","1419620","1408658","1388325","1361860","1351052","1354173","1358116","1329002","1259673","1214497","1201732","1190645","1176299","1185727","1185909","1186802","1179330","1172993","1169718","1169119","1168538","1165733","1163256","1161679","1160311","1168373","1169830","1172422","1168806","1163157","1158399","1139499","9"
"Mississippi","714243","720292","668370","675984","682053","687967","693425","697080","702514","705942","709861","714084","718683","720330","719290","718376","715364","712828","709510","708429","705463","701732","699644","693365","700536","702715","703067","702614","701126","699103","696139","693869","692015","687936","686367","684094","684721","685516","683557","679257","683505","625456","625464","624436","623606","622763","619890","615791","614112","609725","607996","605231","602311","600577","598703","595501","595142","591122","591742","591410","592471","592302","592117","592043","591039","590182","591085","590464","590067","588362","586260","585617","585798","584765","582208","592152","600867","608793","617043","626269","634525","641795","648383","655264","661711","667880","674139","679322","684203","688656","693700","698969","703361","706380","710576","714730","719374","722491","725907","729776","733637","737845","742600","748431","761912","764385","767417","770553","775336","778882","786822","791146","794342","796813","772413","755685","737742","722940","713800","700646","697486","698026","685536","651694","633603","618907","609320","610264","610135","608862","607165","605422","605973","605205","604179","601719","599964","599086","599061","598813","597348","595171","593696","593107","588020"
"Missouri","1041775","811078","812441","806639","802135","808824","812785","816544","827764","843692","852435","855487","863651","875879","893452","908242","918825","926289","932026","929124","926456","934722","939669","948576","951734","956583","952532","961286","963241","964598","961073","967284","971223","975708","977195","976256","977840","973225","977708","978080","975125","1006903","1006683","1002239","996789","992201","991578","989637","990129","983765","977722","973093","974629","972388","956346","956869","945063","929692","916981","911302","907896","904987","899476","886669","874683","864141","860768","855620","857228","854854","849715","847982","848304","855282","876601","897743","915882","933956","951731","969786","984496","996487","1009377","1022258","1032349","1041689","1053270","1064572","1074189","1083907","1093102","1103454","1109531","1136697","1177651","1186274","1195895","1224739","1245348","1266501","1291572","1320696","1379791","1396515","1411488","1426608","1447516","1468978","1483594","1492204","1504092","1513885","1519977","1522455","1504652","1492696","1470387","1453455","1435760","1420459","1397038","1385968","1365933","1340094","1321023","1279822","1289648","1290815","1286114","1284302","1277770","1275036","1277312","1313561","1264707","1254723","1251938","1252768","1260863","1267548","1267813","1266885","1266828","1264714","1249056"
"Montana","144772","149245","158960","158026","171003","168500","163551","166593","166232","164585","161575","167328","170740","172936","174145","175583","176326","177652","176714","179957","180666","182307","183015","185716","208754","225403","229685","233900","237352","239983","220378","224048","234367","236883","241407","245360","250145","255884","256160","258047","260212","261293","262329","263978","264735","266801","266302","274234","276623","278379","279583","280169","280768","280768","280638","281233","280737","279846","279041","279675","280455","280624","278685","277567","275834","273144","270280","268150","266931","265908","263824","260710","258898","252740","250033","252152","254458","257006","259433","262233","265098","267747","273896","279013","281734","283599","285872","287662","289800","291344","291578","295377","296745","298138","300303","303304","305591","307088","308491","309924","311309","312515","313837","315377","319927","318138","324086","324866","327239","328565","329804","330590","330378","314959","297145","281817","266728","253078","247540","242142","239503","238365","236226","234855","233916","231083","226910","225565","229182","221595","219874","216770","214191","213918","215429","217801","218838","218953","217768","215391","214206","212952","213187","213386","209556","10"
"Nebraska","237047","238121","240850","240825","239429","238506","238609","241630","242454","242084","239761","240058","240735","241805","243082","240750","239586","237498","237243","237750","238160","237681","237467","237979","238099","238942","240761","241012","240700","240748","241723","242702","243846","243681","243940","243657","243968","244711","245306","244711","244721","244956","245909","246250","246353","245617","247722","245863","249328","249964","250897","250249","249735","248886","248379","249042","248524","247560","244380","247510","246966","247508","247508","247318","246014","245673","246175","246846","247368","246842","247563","247737","247737","248633","248460","249575","252935","256931","261168","265903","269583","287089","295765","304573","309171","313804","318626","323210","327422","331028","335065","339280","342683","345887","350084","355314","359322","361571","363863","366131","368326","371047","374026","377726","380586","382869","387144","390562","393384","395237","397291","398818","400076","399695","397567","392327","386233","379881","374778","371047","366331","363055","361331","357541","353233","350394","350106","351117","348216","346463","346176","346843","346601","347070","346177","344450","343735","341200","340661","340223","338698","336989","336259","336922","332216"
"Nevada","381137","404825","437218","469110","498101","507572","527929","543307","551004","558934","550209","548377","541334","556008","550816","554010","559165","563484","566017","573624","580852","587220","590363","596516","600855","607623","608719","607790","609004","608960","609435","614298","616142","620116","620757","623574","628001","629560","631128","629913","631370","631132","633838","636806","635568","638384","637421","638420","642663","642618","642743","644223","644329","643455","655533","646973","644952","644810","639840","636208","635194","633325","632884","632525","632772","631512","632838","631562","631033","630701","626688","626078","626116","625358","627200","651890","669844","685073","695931","709191","722616","734234","742656","749040","761359","768740","777004","786142","790368","794724","800436","809389","816051","823371","829111","835255","843385","847424","850129","851705","857879","865597","868971","877180","880088","880516","860988","870550","878679","890080","895847","899946","904469","872011","835888","809939","886413","887504","869232","862954","862198","862559","857586","811962","798692","788481","766157","760192","756073","760981","761636","765943","769660","772086","772211","770180","766543","755561","749193","742475","738352","742058","727457","726387","728133"
"New Hampshire","130444","133110","134699","136196","136627","137163","137934","148889","154953","158347","160867","167330","169747","173286","174908","176706","176108","181243","184266","184779","185604","185562","187335","189687","191812","191824","191528","190640","190029","190009","189484","189429","188268","189871","190489","191363","191389","190739","190250","189524","188736","188296","187798","188058","187720","187056","188951","189811","188893","187828","187515","187165","186588","185529","185233","185159","184595","183733","184130","184476","183652","182131","181447","180751","179771","178783","178761","178753","178759","178976","180333","181753","181909","181726","183172","189297","192026","194886","197601","200566","203242","205690","209795","213815","215263","217023","218999","220682","222041","223380","225025","226428","230085","231312","233812","236195","237886","238521","239140","239843","240614","241793","242720","243549","244648","245788","247780","249906","251061","251610","253166","226579","212544","201379","194105","192049","187087","184327","184153","185127","185699","186005","186492","186448","185999","185942","186122","185923","185293","185345","186857","188207","188905","188741","188266","187860","187021","186006","185960","183946","181858","180045","178670","177423","173151","11"
"New Jersey","1322484","1361513","1382091","1435827","1479707","1534404","1562483","1606314","1618656","1645149","1658117","1672822","1667815","1692754","1699114","1778578","1784286","1790621","1789264","1781201","1767838","1759806","1750936","1737333","1755259","1766320","1768366","1772805","1779374","1780412","1782594","1784529","1779632","1780848","1790310","1795251","1799021","1802976","1801538","1802202","1799590","1787875","1778951","1771394","1763781","1765184","1774040","1779163","1777619","1783242","1784928","1797425","1790663","1786522","1788090","1776276","1765952","1753711","1741615","1738183","1730812","1727697","1729014","1727206","1726025","1727705","1721103","1711670","1711647","1703930","1711338","1706298","1705106","1701569","1702272","1732647","1753985","1782694","1806736","1831632","1852379","1871979","1898732","1905205","1928852","1947562","1957939","1972968","1985965","1994023","2007346","2022005","2033969","2043566","2056855","2068050","2081868","2094258","2110632","2117394","2130668","2139794","2148004","2159579","2168752","2181303","2194560","2202958","2222936","2250298","2239745","2252687","2259458","2268064","2272885","2244831","2193051","2150392","2103079","2060041","2030400","1997790","1966921","1935807","1896663","1853062","1809109","1781178","1783620","1786492","1790543","1796634","1796993","1802826","1810539","1812275","1808396","1785639","1769135","1767650","1772830","1772553","1775442","1767641","1735024"
"New Mexico","594609","602014","632489","635321","646229","691524","705128","731027","742582","748832","680572","687942","687829","691895","697425","700777","705730","711541","717189","724497","728278","735391","732196","738231","737850","760940","750736","750868","753726","757248","761033","766732","768665","769759","772084","775020","779082","783390","787110","784403","781442","784379","778728","768072","751031","751740","751480","752431","752870","750054","749080","748313","746393","737816","736359","734378","729632","732566","732931","734168","734585","734425","734229","733956","736120","734948","735977","737226","739346","739975","740696","743312","745341","744994","745953","757978","768206","775051","782159","790138","794755","801499","809042","818279","823477","827596","832099","835888","838590","842999","847066","852135","855781","857931","861297","866606","868990","873299","870824","870319","873372","874678","876177","879766","882745","881681","882729","884416","887276","889005","890778","888178","878004","878906","823720","802730","775590","804856","790912","783627","782235","786269","786426","784300","776681","768344","783431","782800","771226","764407","747470","734027","728982","723600","714262","710463","702063","697723","694763","690503","689106","687427","683227","682701","681756"
"New York","5775826","5823995","6022253","6003065","6076698","6093172","6143909","6172249","6192749","6209648","6232692","6300006","6338780","6400003","6414843","6447183","6462149","6479343","6512137","6527727","6547004","6546539","6591498","6620649","6446670","6448003","6428934","6410320","6426070","6413404","6417388","6431165","6423932","6423107","6409462","6420227","6445028","6439670","6443857","6434699","6440663","6073176","6096142","6076621","6089591","6087638","6120155","6122240","6151637","6129761","6152650","6134171","6153257","6132759","6152207","6148840","6122141","6144607","6127197","6136166","6138988","6123733","6122371","6113738","6112649","6083528","6097811","6074851","6084517","6048395","6002034","5997950","6004128","5987770","6006163","6022413","6193566","6279719","6349834","6435565","6492326","6546581","6608792","6686686","6736808","6738949","6802922","6834330","6838689","6874527","6910492","6939738","6980050","7014267","7034181","7078662","7119703","7141375","7167607","7176712","7191272","7224391","7249900","7269924","7318196","7336883","7363129","7408878","7454133","7470900","7518061","7547966","7578417","7634352","7583252","7497647","7422063","7361242","7280064","7176273","7115535","7053497","6995455","6897453","6804319","6722355","6705425","6692415","6685292","6680623","6644821","6650700","6623067","6611694","6610162","6616210","6606942","6591502","6551887","6558504","6545793","6539403","6561223","6550143","6476902"
"North Carolina","1786916","1786369","1763105","1778939","1824528","1809993","1737117","1729339","1738250","1737525","1791054","1821459","1844304","1847000","1847722","1844841","1942767","2000049","1982496","1977720","1983045","1983406","1994493","2000804","2019528","2041623","2040328","2044322","2052351","2047693","2059981","2072282","2076656","2082549","2081775","2084900","2089739","2094908","2087729","2088892","2087653","1962670","1962166","1966019","1962882","1962918","1963473","1961482","1963168","1961694","1958074","1952277","1946696","1939276","1935759","1934720","1924704","1923174","1918382","1911064","1911664","1905081","1898376","1895037","1889586","1883694","1883447","1882620","1877576","1874809","1868986","1865183","1865912","1860901","1858819","1886198","1902890","1924638","1947966","1969650","1990903","2010420","2031670","2054635","2072578","2089409","2104622","2118526","2132099","2147696","2163631","2180093","2195662","2209356","2225504","2241778","2256621","2267769","2278626","2288477","2300121","2313358","2327362","2343905","2357481","2370712","2387289","2401986","2417024","2427234","2437862","2447186","2459416","2410507","2392688","2380800","2365169","2352785","2338599","2655404","2681619","2698210","2713561","2731391","2739061","2739500","2745218","2765993","2779248","2790607","2814193","2845108","2863313","2863257","2869860","2877267","2881447","2883870","2887045","2885483","2883258","2877160","2873645","2881668","2857213"
"North Dakota","N/A","N/A","N/A","N/A","N/A","N/A","79076","79960","80834","82014","82253","86120","86220","87956","89143","89723","89001","88820","88719","88602","88622","89243","88955","89240","89639","85790","84313","85983","89839","89914","89460","89763","79114","83149","95172","94681","94332","92658","93474","93360","93874","93804","93148","93407","93484","93557","93696","93983","94311","95950","94498","94871","96276","94285","93970","95077","92922","92526","91378","91072","91060","90765","91995","90593","92207","90107","89895","89842","89537","91269","89466","89370","89890","89991","91884","92690","95867","96757","98657","103212","102459","106177","106012","107199","107490","108342","110449","111087","111357","114242","113589","113810","114093","115983","117159","118168","120469","120621","121738","122573","123279","124213","123776","126517","127511","128344","129422","130665","131872","133441","134458","135554","136252","132222","120309","122146","122118","119893","116560","114896","113148","111190","109328","106308","104754","104660","105346","106054","106273","106816","107408","108618","109219","107935","108079","107439","107330","107267","107198","107232","107356","107030","106318","106248","103684","12"
"Ohio","2339557","2361103","2413650","2498526","2582303","2634261","2708484","2743475","2782379","2838379","2867859","2900815","2928588","2953995","2951420","2884271","2902768","2988691","2988934","3002281","2979036","2965107","2943443","2932001","2911402","2981675","2995514","2985542","2983176","2979371","2976705","3003170","3009706","3009284","2900428","2910351","2773262","2791353","2807525","2802733","2801893","2910222","2881568","2876683","2857339","2838173","2820606","2810412","2798257","2796018","2787955","2775514","2768392","2742460","2727615","2717014","2712441","2700034","2678997","2650773","2650556","2649262","2650993","2653809","2657633","2647530","2642614","2635260","2633478","2643620","2617148","2609614","2612947","2596917","2611799","2701204","2749126","2788134","2819633","2851221","2881716","2910145","2931222","2955796","2976549","2994724","3018588","3034790","3051328","3068766","3086656","3106505","3123238","3140554","3156921","3172286","3188776","3200388","3216730","3230188","3242826","3256033","3270899","3289608","3304546","3318481","3337867","3365244","3386997","3403221","3421792","3446663","3405703","3360787","3295451","3236545","3183112","3152322","3109108","3062594","3036482","3014826","2985495","2942399","2915347","2895711","2883680","2877085","2871534","2875313","2846555","2838003","2822877","2818209","2813897","2802277","2797622","2790508","2777854","2781898","2775847","2768467","2751300","2729099","2698937","13"
"Oklahoma","803729","814881","828329","796440","793377","797155","803577","808713","808370","811979","808973","799478","808807","811378","808307","816631","819194","815810","821867","815492","807970","803914","796544","781927","789536","787721","780157","779411","775604","780782","787331","788544","795804","803971","803648","804355","815832","813085","810816","819316","808108","753984","753610","747582","744800","750448","745255","734277","739818","733264","732697","736548","735895","734328","739877","736945","735297","737360","732400","728153","730160","729622","724011","731009","730110","729196","735152","730878","727681","729961","716103","713247","721273","716566","734583","762993","773600","797220","809286","823588","833734","844213","854774","863285","866416","868589","875775","883341","887980","896820","1020015","1040987","1065210","1090053","1107281","1130652","1146324","1160088","1178990","1192854","1203318","1217200","1231239","1248544","1261346","1273309","1284364","1294297","1304067","1315882","1326908","1336866","1313103","1288071","1267103","1208647","1138968","1087062","1035122","1039621","1019342","995111","976509","984417","991317","989605","987674","987423","987371","994551","989193","988875","993379","978307","979463","993802","1010069","1008700","1002153","992278","989984","989060","987037","968050","966557"
"Oregon","842639","900933","936374","954194","974520","984878","997762","1009582","1023970","1039921","1037616","1036190","1053113","1083050","1100014","1103857","1090520","1064251","1055685","1071605","1069489","1069723","1032632","1044686","1064700","1077965","1091630","1072624","1061004","1049229","1036984","1021862","1012709","1008789","998999","986111","980520","978847","998972","1006582","1005522","1006080","989582","974751","968409","969692","974672","976182","973460","970752","972830","975183","974631","973948","972808","972190","972150","976814","977643","979447","983156","985423","988001","987718","986415","984652","986744","986569","989593","991798","991693","996363","1000654","1002190","1009118","1029603","1042719","1055751","1069272","1082875","1096491","1109661","1128356","1150385","1160651","1172052","1182896","1192969","1201710","1210010","1219271","1229591","1237837","1246420","1256231","1274985","1284347","1289014","1295339","1297319","1303226","1310089","1334459","1343029","1350686","1358701","1368797","1380287","1391681","1397824","1404587","1411181","1417860","1423935","1462700","1462907","1467556","1459217","1463655","1461809","1380877","1376453","1364666","1350074","1333943","1318085","1287121","1293500","1299661","1304530","1312806","1317097","1316486","1318386","1310574","1315595","1319921","1324553","1317200","1310037","1309058","1308135","1308255","1308432","1297017","14"
"Pennsylvania","2395464","2398718","2427034","2428688","2415249","2403735","2417392","2415249","2417990","2420980","2406729","2403656","2493851","2474050","2539514","2580588","2609873","2642887","2665455","2684600","2707763","2723449","2735148","2769810","2785001","2802826","2832265","2833914","2848012","2855265","2861112","2883114","2889954","2891919","2902011","2918260","2940839","2949697","2951646","2946725","2952315","2949330","3001087","3013365","3010042","3017805","3033755","3045093","3051993","3052124","3052840","3043199","3046181","3037148","3033379","3032672","3016323","3014811","3012915","3011424","3016820","3010265","3017489","3017274","3014563","3004032","3007088","3008789","2992777","2993527","2987581","2986439","2995303","2989204","3011408","3060956","3094732","3119757","3149552","3184383","3212864","3242930","3270683","3303119","3329984","3345840","3365904","3383454","3393651","3405675","3422966","3444045","3465577","3485696","3504694","3523735","3542093","3555204","3570327","3582469","3592984","3605718","3621759","3638737","3626994","3640482","3659332","3674072","3695842","3711321","3730393","3741046","3735737","3694128","3644466","3598200","3527282","3480589","3443182","3392187","3361187","3336943","3284345","3213310","3147630","3110289","3118882","3123715","3116633","3128952","3093636","3089741","3110325","3108474","3101521","3097376","3077895","3053056","3054730","3042995","3037911","3032947","3011909","3005350","2984740"
